Port Chicago, CA 
Station ID: 9415144
Meteorological Observations

Station Date      Time Wind Sp Wind Dr Wind Gt Air Tmp H2O Tmp Baro Pr
DCP#:                        1       1       1       1       1       1
Units:                 Mtr/Sec Degrees Mtr/Sec  Degr C  Degr C   mbars
9415144 20050108 13:12   3.900 160.000   6.300   7.800   9.300 1006.70
9415144 20050108 13:18   4.300 166.000   5.800   7.900   9.300 1006.90
9415144 20050108 13:24   4.400 165.000   6.400   7.900   9.300 1006.70
9415144 20050108 13:30   3.500 172.000   6.000   7.900   9.300 1006.90
9415144 20050108 13:36   3.800 170.000   5.600   7.800   9.300 1006.90
9415144 20050108 13:42   4.700 167.000   6.500   8.000   9.300 1007.10
9415144 20050108 13:48   4.200 172.000   5.800   8.000   9.300 1006.90
9415144 20050108 13:54   3.700 170.000   5.700   8.200   9.300 1007.00
9415144 20050108 14:00   4.000 174.000   5.600   8.400   9.300 1007.00
9415144 20050108 14:06   4.500 172.000   5.800   8.500   9.300 1007.30
9415144 20050108 14:12   4.400 168.000   6.000   8.400   9.300 1007.20
9415144 20050108 14:18   4.700 166.000   5.800   8.100   9.300 1006.90
9415144 20050108 14:24   4.600 164.000   6.000   8.200   9.300 1007.20
9415144 20050108 14:30   4.800 170.000   6.600   8.400   9.300 1007.30
9415144 20050108 14:36   4.700 186.000   6.900   8.000   9.300 1007.50
9415144 20050108 14:42   3.500 199.000   7.100   8.000   9.300 1007.50
9415144 20050108 14:48   2.900 202.000   5.900   7.700   9.200 1007.50
9415144 20050108 14:54   2.100 204.000   3.900   8.000   9.200 1007.30
9415144 20050108 15:00   1.500 196.000   4.700   7.700   9.200 1007.30
9415144 20050108 15:06   2.400 202.000   3.500   8.000   9.200 1007.10
9415144 20050108 15:12   2.800 185.000   3.800   7.600   9.200 1007.10
9415144 20050108 15:18   2.000 195.000   3.800   7.300   9.200 1007.40
9415144 20050108 15:24   1.900 194.000   3.500   7.800   9.200 1007.20
9415144 20050108 15:30   2.500 179.000   3.600   7.900   9.200 1007.00
9415144 20050108 15:36   4.600 154.000   5.500   8.100   9.200 1006.90
9415144 20050108 15:42   5.000 158.000   6.300   7.800   9.200 1007.00
9415144 20050108 15:48   4.700 161.000   6.800   8.000   9.200 1006.90
9415144 20050108 15:54   4.700 161.000   6.500   8.100   9.200 1007.10
9415144 20050108 16:00   4.700 160.000   6.700   7.900   9.200 1007.10
9415144 20050108 16:06   5.100 162.000   6.700   8.100   9.200 1007.40
9415144 20050108 16:12   3.500 161.000   6.200   8.100   9.200 1007.30
9415144 20050108 16:18   4.400 160.000   5.900   8.200   9.200 1007.00
9415144 20050108 16:24   4.600 162.000   6.200   8.300   9.200 1007.10
9415144 20050108 16:30   4.400 163.000   5.800   8.400   9.200 1007.10
9415144 20050108 16:36   4.300 171.000   6.200   8.500   9.200 1007.30
9415144 20050108 16:42   4.900 180.000   6.700   8.600   9.200 1007.20
9415144 20050108 16:48   5.200 178.000   6.900   8.600   9.200 1007.40
9415144 20050108 16:54   5.400 179.000   7.000   8.700   9.300 1007.30
9415144 20050108 17:00   5.300 182.000   6.900   8.700   9.200 1007.40
9415144 20050108 17:06   4.700 180.000   7.000   8.600   9.200 1007.30
9415144 20050108 17:12   4.100 181.000   5.700   8.800   9.200 1007.70
9415144 20050108 17:18   3.800 183.000   6.200   9.000   9.300 1007.50
9415144 20050108 17:24                                                
9415144 20050108 17:30   3.600 180.000   5.100   9.100   9.300 1007.60
9415144 20050108 17:36   5.000 178.000   5.700   9.300   9.300 1008.00
9415144 20050108 17:42   3.800 180.000   5.400   9.400   9.300 1007.80
9415144 20050108 17:48   3.300 168.000   5.400   9.500   9.300 1007.80
9415144 20050108 17:54   5.000 162.000   6.300   9.800   9.300 1007.60
9415144 20050108 18:00   5.200 160.000   7.100   9.800   9.300 1007.80
9415144 20050108 18:06   5.100 162.000   6.500   9.800   9.400 1007.70
9415144 20050108 18:12   4.600 176.000   7.000   9.800   9.400 1007.90
9415144 20050108 18:18   5.000 177.000   7.100   9.900   9.400 1007.80
9415144 20050108 18:24   4.500 175.000   6.800   9.900   9.400 1007.90
9415144 20050108 18:30   5.200 173.000   7.600   9.900   9.400 1008.00
9415144 20050108 18:36   5.700 175.000   8.500   9.900   9.400 1007.60
9415144 20050108 18:42   6.000 175.000   7.800  10.000   9.400 1007.70
9415144 20050108 18:48   4.700 178.000   6.900  10.100   9.500 1007.70
9415144 20050108 18:54   4.600 178.000   7.100  10.300   9.500 1007.40
9415144 20050108 19:00   5.100 172.000   6.900  10.600   9.500 1007.50
9415144 20050108 19:06   5.300 182.000   6.900  10.400   9.500 1007.60
9415144 20050108 19:12   4.900 187.000   7.400  10.400   9.500 1007.50
9415144 20050108 19:18   6.300 177.000   8.600  10.200   9.500 1007.50
9415144 20050108 19:24   6.200 183.000  10.200  10.200   9.500 1007.50
9415144 20050108 19:30   7.200 177.000   9.200  10.200   9.500 1007.30
9415144 20050108 19:36   7.100 181.000   9.200  10.300   9.500 1007.30
9415144 20050108 19:42   3.300 195.000   5.600  10.300   9.500 1007.50
9415144 20050108 19:48   3.200 205.000   7.200  10.400   9.500 1007.00
9415144 20050108 19:54   2.600 211.000   4.800  10.500   9.500 1007.00
9415144 20050108 20:00   3.800 214.000   5.800  10.400   9.500 1006.90
9415144 20050108 20:06   3.900 197.000   7.700  10.900   9.500 1006.50
9415144 20050108 20:12   5.700 183.000   7.900  11.100   9.500 1006.30
9415144 20050108 20:18   5.100 189.000   8.200  11.100   9.500 1006.60
9415144 20050108 20:24   3.000 192.000   9.200  11.100   9.500 1006.60
9415144 20050108 20:30   4.600 200.000   7.300  11.100   9.500 1006.40
9415144 20050108 20:36   3.700 201.000   8.500  11.200   9.500 1006.50
9415144 20050108 20:42   6.700 220.000   8.800  10.900   9.500 1006.70
9415144 20050108 20:48   3.900 212.000   7.900  10.800   9.500 1006.50
9415144 20050108 20:54   5.600 192.000   9.500  10.700   9.500 1006.50
9415144 20050108 21:00   5.000 186.000   9.300  10.400   9.500 1006.50
9415144 20050108 21:06   4.700 193.000  10.100  10.200   9.500 1006.50
9415144 20050108 21:12   7.300 211.000   9.400  10.300   9.500 1006.80
9415144 20050108 21:18   6.100 215.000  10.400   9.900   9.500 1006.60
9415144 20050108 21:24   6.200 231.000   7.500   9.700   9.500 1006.70
9415144 20050108 21:30   5.900 228.000   7.300   9.600   9.500 1006.50
9415144 20050108 21:36   5.100 224.000   6.600   9.400   9.500 1006.60
9415144 20050108 21:42   4.800 220.000   6.500   9.200   9.500 1006.70
9415144 20050108 21:48                                                
9415144 20050108 21:54   4.600 224.000   5.900   9.100   9.600 1006.60
9415144 20050108 22:00   4.900 224.000   7.300   9.000   9.600 1006.60
9415144 20050108 22:06   4.100 220.000   5.800   9.000   9.600 1007.00
9415144 20050108 22:12   3.000 206.000   5.900   9.000   9.600 1006.40
9415144 20050108 22:18   2.900 201.000   4.200   9.400   9.600 1006.40
9415144 20050108 22:24   4.900 181.000   7.100   9.400   9.600 1006.30
9415144 20050108 22:30   3.400 182.000   6.600   9.500   9.600 1006.50
9415144 20050108 22:36   4.000 182.000   5.500   9.900   9.600 1006.70
9415144 20050108 22:42   5.700 179.000   8.400  10.400   9.600 1006.50
9415144 20050108 22:48   4.800 188.000   8.100  10.700   9.600 1006.60
9415144 20050108 22:54   5.500 188.000   8.900  10.500   9.600 1006.80
9415144 20050108 23:00   4.300 196.000   8.100  10.600   9.600 1006.80
9415144 20050108 23:06   3.900 192.000  10.100  10.500   9.600 1007.00
9415144 20050108 23:12   4.800 193.000  12.100  10.200   9.700 1007.10
9415144 20050108 23:18   5.000 192.000  10.600  10.200   9.600 1006.80
9415144 20050108 23:24   6.500 207.000   8.900  10.200   9.600 1006.80
9415144 20050108 23:30   7.300 211.000   9.900  10.400   9.600 1007.00
9415144 20050108 23:36   7.100 212.000  11.100  10.600   9.600 1006.80
9415144 20050108 23:42   6.000 209.000   9.500  10.400   9.600 1007.00
9415144 20050108 23:48   2.800 197.000   8.700  10.100   9.600 1007.20
9415144 20050108 23:54   4.000 185.000   7.300   9.900   9.600 1007.20
9415144 20050109 00:00   6.800 181.000   8.200   9.900   9.600 1007.40
9415144 20050109 00:06   5.900 182.000   7.900   9.900   9.600 1007.50
9415144 20050109 00:12   3.700 198.000   7.500  10.300   9.600 1007.50
9415144 20050109 00:18   7.400 211.000  10.500  10.500   9.600 1007.90
9415144 20050109 00:24   7.300 215.000  10.100   9.800   9.600 1007.90
9415144 20050109 00:30   6.100 208.000   9.100  11.000   9.600 1008.00
9415144 20050109 00:36   5.200 218.000   9.000  10.100   9.600 1008.20
9415144 20050109 00:42   2.400 215.000   4.800   9.800   9.600 1008.00
9415144 20050109 00:48   4.900 220.000   7.800  11.000   9.600 1008.40
9415144 20050109 00:54   6.400 211.000  10.000   8.900   9.600 1008.50
9415144 20050109 01:00   6.100 212.000   8.800   9.200   9.600 1008.40
9415144 20050109 01:06   5.200 210.000   8.300   9.500   9.600 1008.50
9415144 20050109 01:12   5.900 213.000   8.100   9.500   9.500 1008.60
9415144 20050109 01:18   5.600 210.000   7.700  10.600   9.500 1008.30
9415144 20050109 01:24   5.200 203.000   7.500  10.100   9.600 1008.60
9415144 20050109 01:30   6.400 207.000   9.300  10.100   9.500 1008.80
9415144 20050109 01:36   5.700 207.000   8.300   9.900   9.500 1008.80
9415144 20050109 01:42   5.000 209.000   6.700  10.300   9.500 1009.00
9415144 20050109 01:48   5.600 220.000   8.800   9.500   9.500 1009.10
9415144 20050109 01:54   5.400 217.000   6.900  10.200   9.500 1009.00
9415144 20050109 02:00   3.800 206.000   6.400   9.900   9.500 1009.30
9415144 20050109 02:06   4.100 205.000   7.100  10.400   9.500 1009.70
9415144 20050109 02:12   2.500 192.000   5.400  10.000   9.500 1009.60
9415144 20050109 02:18   2.300 198.000   4.200   9.900   9.500 1009.70
9415144 20050109 02:24   4.100 210.000   5.300  10.000   9.500 1009.50
9415144 20050109 02:30   2.800 186.000   4.800   9.900   9.500 1009.70
9415144 20050109 02:36   3.000 191.000   5.000   9.700   9.500 1009.80
9415144 20050109 02:42   3.500 182.000   5.300   9.800   9.400 1009.60
9415144 20050109 02:48   4.000 173.000   5.400   9.700   9.400 1009.90
9415144 20050109 02:54   4.700 174.000   6.900   9.700   9.400 1010.00
9415144 20050109 03:00   4.800 178.000   6.300  10.200   9.400 1009.90
9415144 20050109 03:06   5.700 182.000   7.300   9.900   9.400 1010.10
9415144 20050109 03:12   5.500 184.000   7.600  10.000   9.300 1010.30
9415144 20050109 03:18   4.300 186.000   6.300   9.700   9.400 1010.00
9415144 20050109 03:24   3.600 186.000   6.800   9.300   9.400 1010.10
9415144 20050109 03:30   2.900 204.000   5.000   9.200   9.300 1010.30
9415144 20050109 03:36   4.000 185.000   6.200   9.400   9.300 1010.20
9415144 20050109 03:42   3.300 191.000   5.700   9.100   9.300 1010.20
9415144 20050109 03:48   4.000 190.000   6.100   9.500   9.200 1010.30
9415144 20050109 03:54   3.500 194.000   5.500   9.200   9.200 1010.20
9415144 20050109 04:00   3.100 196.000   5.900   9.000   9.200 1010.50
9415144 20050109 04:06   2.900 204.000   5.600   9.000   9.200 1010.70
9415144 20050109 04:12   5.000 170.000   7.300   9.400   9.200 1010.60
9415144 20050109 04:18   5.700 166.000   8.300   9.600   9.200 1010.90
9415144 20050109 04:24   6.400 174.000   8.900   9.600   9.200 1010.90
9415144 20050109 04:30   5.300 174.000   7.600   9.400   9.200 1011.00
9415144 20050109 04:36   5.800 177.000   8.000  10.000   9.100 1011.00
9415144 20050109 04:42   6.800 178.000   8.400           9.100 1010.90
9415144 20050109 04:48   6.800 180.000   8.700  10.000   9.200 1011.20
9415144 20050109 04:54                                                
9415144 20050109 05:00   6.600 180.000   8.700  10.100   9.100 1011.50
9415144 20050109 05:06   6.600 181.000   8.400  10.000   9.100 1011.60
9415144 20050109 05:12   3.400 189.000   7.700  10.100   9.100 1011.80
9415144 20050109 05:18   3.700 189.000   7.400   9.600   9.100 1012.00
9415144 20050109 05:24   4.500 185.000   6.700   9.700   9.100 1011.90
9415144 20050109 05:30   1.900 192.000   5.500  10.000   9.100 1012.10
9415144 20050109 05:36   1.500 187.000   3.900   9.700   9.100 1012.20
9415144 20050109 05:42   3.700 180.000   4.900   9.800   9.100 1012.10
9415144 20050109 05:48   2.500 164.000   3.900  10.000   9.100 1012.30
9415144 20050109 05:54   3.300 162.000   4.600   9.800   9.100 1012.60
9415144 20050109 06:00   3.700 165.000   5.100   9.900   9.100 1012.60
9415144 20050109 06:06   5.100 165.000   6.300  10.200   9.100 1012.80
9415144 20050109 06:12   4.700 165.000   5.900  10.000   9.100 1012.90
9415144 20050109 06:18   3.200 170.000   5.900   9.800   9.100 1012.80
9415144 20050109 06:24   3.700 167.000   4.600  10.100   9.100 1012.70
9415144 20050109 06:30   3.400 172.000   5.000  10.300   9.100 1012.80
9415144 20050109 06:36   4.100 174.000   5.600  10.100   9.100 1012.90
9415144 20050109 06:42   4.400 176.000   5.500  10.300   9.100 1012.70
9415144 20050109 06:48   4.400 178.000   5.900  10.100   9.100 1012.90
9415144 20050109 06:54   4.800 182.000   6.800  10.000   9.100 1013.20
9415144 20050109 07:00   5.200 180.000   7.000  10.200   9.100 1013.10
9415144 20050109 07:06   4.600 174.000   6.200   9.900   9.100 1013.20
9415144 20050109 07:12   4.400 174.000   5.800  10.000   9.100 1013.30
9415144 20050109 07:18                                                
9415144 20050109 07:24                                                
9415144 20050109 07:30   5.500 183.000   7.600  10.000   9.100 1013.50
9415144 20050109 07:36   5.300 184.000   7.300  10.300   9.100 1013.60
9415144 20050109 07:42   5.000 179.000   6.500  10.600   9.100 1013.40
9415144 20050109 07:48   4.500 173.000   5.700  10.000   9.100 1013.60
9415144 20050109 07:54   3.800 167.000   5.800  10.000   9.100 1013.80
9415144 20050109 08:00   3.500 158.000   5.400   9.900   9.100 1013.80
9415144 20050109 08:06   3.000 154.000   4.200   9.800   9.100 1013.90
9415144 20050109 08:12   2.400 151.000   3.700   9.600   9.100 1014.00
9415144 20050109 08:18                                                
9415144 20050109 08:24   1.400 134.000   2.300   9.300   9.100 1013.90
9415144 20050109 08:30   2.600 153.000   3.700   9.600   9.100 1014.00
9415144 20050109 08:36   3.300 143.000   4.000   9.600   9.100 1014.00
9415144 20050109 08:42   3.300 147.000   4.500   9.700   9.100 1013.80
9415144 20050109 08:48   3.800 153.000   4.500   9.900   9.100 1013.90
9415144 20050109 08:54   3.200 164.000   4.800   8.800   9.100 1014.20
9415144 20050109 09:00   3.100 153.000   3.600   9.600   9.100 1014.00
9415144 20050109 09:06   2.400 144.000   3.600   9.400   9.100 1014.10
9415144 20050109 09:12   2.100 149.000   3.100   9.700   9.100 1014.00
9415144 20050109 09:18   2.100 154.000   2.800   9.600   9.200 1014.30
9415144 20050109 09:24   2.100 158.000   2.900   9.300   9.200 1014.10
9415144 20050109 09:30   2.700 159.000   3.400   9.100   9.200 1014.30
9415144 20050109 09:36   1.600 151.000   3.100   9.200   9.200 1014.30
9415144 20050109 09:42   1.800 153.000   2.100   9.100   9.200 1014.10
9415144 20050109 09:48   1.100 159.000   2.100   9.200   9.200 1014.30
9415144 20050109 09:54   0.400 192.000   1.800   9.500   9.200 1014.50
9415144 20050109 10:00   1.800 180.000   2.100   9.400   9.200 1014.40
9415144 20050109 10:06   2.100 183.000   2.500   9.600   9.200 1014.50
9415144 20050109 10:12   2.600 176.000   3.100   9.500   9.200 1014.60
9415144 20050109 10:18   3.100 160.000   3.900   9.300   9.200 1014.70
9415144 20050109 10:24   3.700 142.000   4.400   9.500   9.200 1014.40
9415144 20050109 10:30   3.000 145.000   4.600   9.400   9.200 1014.50
9415144 20050109 10:36   2.800 147.000   3.700   9.000   9.200 1014.60
9415144 20050109 10:42   2.100 161.000   3.000   8.800   9.200 1014.40
9415144 20050109 10:48   2.000 182.000   2.500   9.100   9.200 1014.60
9415144 20050109 10:54   1.400 185.000   2.200   9.100   9.200 1014.70
9415144 20050109 11:00   1.100 185.000   2.700   8.900   9.200 1014.50
9415144 20050109 11:06   2.200 169.000   2.700   8.500   9.200 1014.70
9415144 20050109 11:12   2.400 152.000   2.900   8.800   9.200 1014.80
9415144 20050109 11:18   2.900 161.000   3.700   9.000   9.200 1014.80
9415144 20050109 11:24   3.100 158.000   3.900   9.100   9.200 1014.70
9415144 20050109 11:30   3.600 156.000   4.800   8.800   9.200 1014.70
9415144 20050109 11:36   3.800 156.000   4.800   8.800   9.200 1014.80
9415144 20050109 11:42   3.700 149.000   4.900   8.600   9.200 1014.50
9415144 20050109 11:48   3.700 145.000   4.900   9.400   9.200 1014.60
9415144 20050109 11:54   3.800 146.000   4.900   9.000   9.200 1014.70
9415144 20050109 12:00   4.100 157.000   5.800   9.200   9.200 1014.50
9415144 20050109 12:06   3.500 150.000   5.600   9.000   9.200 1014.50
9415144 20050109 12:12   4.200 149.000   6.000   9.000   9.200 1014.40
9415144 20050109 12:18   3.500 150.000   4.600   9.200   9.200 1014.50
9415144 20050109 12:24   3.500 156.000   4.800   9.200   9.200 1014.20
9415144 20050109 12:30   3.400 148.000   4.400   9.200   9.200 1014.20
9415144 20050109 12:36   2.500 147.000   4.100   9.400   9.200 1014.10
9415144 20050109 12:42   3.300 148.000   4.200   9.500   9.200 1013.80
9415144 20050109 12:48   3.100 152.000   4.200   9.400   9.200 1013.80
9415144 20050109 12:54   3.700 165.000   4.800   9.400   9.200 1014.00
9415144 20050109 13:00   3.900 162.000   4.900   9.500   9.200 1013.80
9415144 20050109 13:06   3.600 161.000   4.600   9.300   9.200 1014.00
9415144 20050109 13:12   3.100 158.000   4.500   9.400   9.200 1014.00
9415144 20050109 13:18   3.000 165.000   3.900   9.400   9.200 1013.90
9415144 20050109 13:24   1.000 156.000   2.900   9.500   9.200 1013.80
9415144 20050109 13:30   0.800 203.000   2.100   9.100   9.200 1014.10
9415144 20050109 13:36   2.600 232.000   2.800   9.000   9.200 1014.20
9415144 20050109 13:42   2.400 223.000   2.800   8.400   9.200 1014.10
9415144 20050109 13:48   0.900 197.000   2.900   8.400   9.200 1014.10
9415144 20050109 13:54   1.100 203.000   2.400   8.000   9.200 1014.30
9415144 20050109 14:00   1.700 212.000   2.300   8.200   9.200 1014.10
9415144 20050109 14:06   1.500 211.000   2.500   8.200   9.200 1014.10
9415144 20050109 14:12   1.000 201.000   2.200   8.200   9.200 1014.30
9415144 20050109 14:18   0.800 188.000   1.900   8.600   9.200 1013.90
9415144 20050109 14:24   0.900 193.000   2.500   8.700   9.200 1014.10
9415144 20050109 14:30   1.500 214.000   2.100   8.800   9.200 1014.10
9415144 20050109 14:36   1.700 213.000   2.300   8.600   9.200 1014.10
9415144 20050109 14:42   0.800 204.000   2.000   8.600   9.200 1014.00
9415144 20050109 14:48   1.600 187.000   2.500   8.700   9.200 1014.30
9415144 20050109 14:54   2.900 182.000   3.600   8.700   9.100 1014.30
9415144 20050109 15:00   3.100 176.000   3.900   9.000   9.100 1014.30
9415144 20050109 15:06   2.500 182.000   3.400   9.300   9.100 1014.50
9415144 20050109 15:12   2.000 185.000   3.000   9.000   9.100 1014.50
9415144 20050109 15:18   2.500 183.000   3.000   9.100   9.100 1014.70
9415144 20050109 15:24   2.600 175.000   3.200   8.800   9.100 1014.60
9415144 20050109 15:30   2.200 181.000   2.800   8.600   9.100 1014.50
9415144 20050109 15:36   1.300 177.000   2.500   9.100   9.100 1014.50
9415144 20050109 15:42   2.600 168.000   3.200   8.800   9.100 1014.40
9415144 20050109 15:48   2.200 177.000   2.900   8.800   9.100 1014.60
9415144 20050109 15:54   2.500 176.000   2.900   8.700   9.100 1015.00
9415144 20050109 16:00   2.200 181.000   3.100   9.000   9.100 1014.80
9415144 20050109 16:06   1.800 178.000   2.600   9.100   9.100 1014.90
9415144 20050109 16:12                                                
9415144 20050109 16:18   0.100 194.000   2.500   8.800   9.100 1015.00
9415144 20050109 16:24   0.000 190.000   0.000   8.700   9.100 1014.90
9415144 20050109 16:30   0.300 170.000   1.000   9.000   9.100 1014.90
9415144 20050109 16:36   0.000 227.000   0.900   8.900   9.100 1014.80
9415144 20050109 16:42   0.000 276.000   0.200   8.400   9.100 1014.80
9415144 20050109 16:48   0.200 268.000   1.000   8.600   9.100 1015.20
9415144 20050109 16:54   0.000 197.000   0.400   8.700   9.100 1015.30
9415144 20050109 17:00   0.400 155.000   1.000   8.800   9.100 1015.20
9415144 20050109 17:06   2.900  93.000   3.800   8.400   9.200 1015.20
9415144 20050109 17:12   3.100  86.000   3.800   8.200   9.100 1015.20
9415144 20050109 17:18   2.800  76.000   4.000   8.300   9.100 1015.10
9415144 20050109 17:24   2.400  75.000   3.300   8.500   9.100 1015.10
9415144 20050109 17:30   2.700  87.000   3.300   8.500   9.200 1015.40
9415144 20050109 17:36   2.900  94.000   3.400   8.900   9.100 1015.60
9415144 20050109 17:42   2.500 102.000   3.200   9.200   9.100 1015.60
9415144 20050109 17:48   0.800  94.000   2.800   9.600   9.200 1015.70
9415144 20050109 17:54   0.000  84.000   0.800   9.700   9.200 1015.80
9415144 20050109 18:00   1.400  45.000   2.000   9.400   9.200 1015.50
9415144 20050109 18:06   0.800  62.000   2.000  10.000   9.200 1015.70
9415144 20050109 18:12   0.200  45.000   0.900   9.900   9.200 1016.00
9415144 20050109 18:18   0.100 131.000   1.800  10.300   9.200 1015.50
9415144 20050109 18:24   0.000  24.000   0.900  10.000   9.200 1015.70
9415144 20050109 18:30   0.000  67.000   0.900  10.400   9.200 1015.70
9415144 20050109 18:36   0.400 200.000   1.500  10.800   9.200 1015.40
9415144 20050109 18:42   0.000 248.000   0.000  11.100   9.200 1015.40
9415144 20050109 18:48   1.000 156.000   2.100  11.200   9.200 1015.30
9415144 20050109 18:54   1.700  61.000   2.700  10.100   9.200 1015.00
9415144 20050109 19:00   1.300  43.000   3.100   9.900   9.200 1015.30
9415144 20050109 19:06   3.100  60.000   3.900   9.300   9.200 1015.50
9415144 20050109 19:12   3.100  56.000   3.800   9.300   9.300 1015.10
9415144 20050109 19:18   2.700  60.000   3.200   9.200   9.200 1015.10
9415144 20050109 19:24   3.200  63.000   3.500   9.200   9.200 1015.20
9415144 20050109 19:30   3.600  68.000   4.000   9.600   9.300 1015.00
9415144 20050109 19:36   3.100  64.000   3.700   9.600   9.300 1015.00
9415144 20050109 19:42   3.300  58.000   3.600   9.600   9.300 1014.80
9415144 20050109 19:48   3.300  64.000   3.600   9.300   9.300 1014.60
9415144 20050109 19:54   3.300  64.000   3.400   9.500   9.300 1014.30
9415144 20050109 20:00   3.100  67.000   3.600   9.800   9.300 1014.30
9415144 20050109 20:06   2.900  57.000   3.200   9.700   9.300 1014.50
9415144 20050109 20:12   2.900  58.000   3.200   9.600   9.300 1014.20
9415144 20050109 20:18   2.900  60.000   3.100   9.700   9.300 1014.00
9415144 20050109 20:24   3.000  66.000   3.300   9.900   9.300 1014.00
9415144 20050109 20:30   3.000  66.000   3.400   9.900   9.300 1013.80
9415144 20050109 20:36   3.000  66.000   3.500  10.200   9.300 1013.90
9415144 20050109 20:42   2.800  63.000   3.100  10.200   9.300 1013.90
9415144 20050109 20:48   2.200  57.000   2.900  10.100   9.300 1013.70
9415144 20050109 20:54   2.300  62.000   2.400  10.300   9.300 1013.50
9415144 20050109 21:00   2.300  63.000   2.600  10.200   9.300 1013.40
9415144 20050109 21:06   2.200  67.000   2.500  10.400   9.300 1013.80
9415144 20050109 21:12   1.700  67.000   2.100  10.600   9.300 1013.60
9415144 20050109 21:18   2.000  60.000   2.100  10.700   9.300 1013.40
9415144 20050109 21:24   1.100  45.000   2.100  10.600   9.300 1013.50
9415144 20050109 21:30   1.000  26.000   1.100  10.500   9.400 1013.20
9415144 20050109 21:36   1.000  12.000   1.100  10.700   9.300 1013.40
9415144 20050109 21:42   0.000  15.000   0.900  10.700   9.300 1013.50
9415144 20050109 21:48   0.000  24.000   0.000  10.700   9.300 1013.40
9415144 20050109 21:54   0.000  31.000   0.000  10.800   9.400 1013.20
9415144 20050109 22:00   0.000 354.000   2.100  10.700   9.400 1013.20
9415144 20050109 22:06   0.400 315.000   1.100  10.300   9.400 1013.30
9415144 20050109 22:12   0.100 332.000   0.900  10.500   9.400 1013.10
9415144 20050109 22:18   0.000 332.000   0.000  10.600   9.400 1013.10
9415144 20050109 22:24   0.000 330.000   0.000  10.800   9.400 1013.20
9415144 20050109 22:30   0.000 329.000   0.000  11.000   9.400 1013.10
9415144 20050109 22:36   0.000 331.000   0.000  11.200   9.600 1013.20
9415144 20050109 22:42   0.000 343.000   0.000  11.600   9.600 1013.50
9415144 20050109 22:48   0.000 332.000   0.000  11.900   9.600 1013.30
9415144 20050109 22:54   0.000  78.000   0.000  11.900   9.500 1013.30
9415144 20050109 23:00   0.500  51.000   0.900  11.600   9.500 1013.30
9415144 20050109 23:06   2.200  52.000   2.500  11.300   9.500 1013.60
9415144 20050109 23:12   2.400  56.000   2.500  11.500   9.500 1013.60
9415144 20050109 23:18   2.800  50.000   3.000  11.600   9.500 1013.50
9415144 20050109 23:24   2.900  62.000   3.100  11.700   9.600 1013.60
9415144 20050109 23:30   2.300  71.000   3.000  11.900   9.600 1013.70
9415144 20050109 23:36   2.300  59.000   2.500  11.900   9.500 1013.40
9415144 20050109 23:42   2.300  62.000   2.600  11.800   9.600 1013.40
9415144 20050109 23:48   1.800  65.000   2.300  11.900   9.600 1013.80
9415144 20050109 23:54   1.100  69.000   2.100  11.900   9.600 1013.80
9415144 20050110 00:00   1.700  63.000   2.000  11.900   9.600 1013.60
9415144 20050110 00:06   2.000  66.000   2.200  11.800   9.600 1013.70
9415144 20050110 00:12   1.100  67.000   2.100  11.800   9.500        
9415144 20050110 00:18   1.300  79.000   1.800  11.800   9.500 1013.80
9415144 20050110 00:24   1.900  83.000   2.000  11.800   9.500 1013.60
9415144 20050110 00:30   2.000  92.000   2.100  11.800   9.500 1013.70
9415144 20050110 00:36   2.000 100.000   2.400  11.800   9.500 1013.90
9415144 20050110 00:42   1.900 101.000   2.200  11.700   9.500 1013.90
9415144 20050110 00:48   0.400 108.000   2.000  11.600   9.600 1013.70
9415144 20050110 00:54   1.000 100.000   1.900  11.500   9.500 1013.60
9415144 20050110 01:00   1.000 104.000   1.300  11.500   9.500 1013.70
9415144 20050110 01:06   1.700 104.000   2.200  11.700   9.500 1013.70
9415144 20050110 01:12   0.600  99.000   2.000  12.300   9.500 1013.50
9415144 20050110 01:18   0.600  88.000   1.000  11.800   9.500 1013.60
9415144 20050110 01:24   1.000  80.000   1.000  12.000   9.500 1013.70
9415144 20050110 01:30   0.800  93.000   1.000  11.800   9.500 1013.70
9415144 20050110 01:36   0.100 102.000   1.000  11.300   9.600 1013.70
9415144 20050110 01:42   0.900  93.000   1.000  11.800   9.500 1013.80
9415144 20050110 01:48   0.900  89.000   1.100  11.300   9.600 1013.70
9415144 20050110 01:54   0.900  88.000   1.100  11.900   9.600 1013.60
9415144 20050110 02:00   0.000 138.000   1.000  10.800   9.500 1013.70
9415144 20050110 02:06   0.000 141.000   0.000  11.300   9.500 1014.00
9415144 20050110 02:12   0.600 177.000   0.900  10.900   9.600 1014.10
9415144 20050110 02:18   0.100 196.000   0.600  11.200   9.600 1013.90
9415144 20050110 02:24   0.800 208.000   1.100  11.200   9.600 1014.00
9415144 20050110 02:30   2.200 226.000   2.900  10.600   9.600 1014.20
9415144 20050110 02:36   2.500 216.000   2.800  10.700   9.600 1014.10
9415144 20050110 02:42   2.300 215.000   2.800  10.400   9.600 1014.20
9415144 20050110 02:48   2.400 219.000   2.900  10.400   9.600 1014.40
9415144 20050110 02:54   1.600 211.000   2.400  10.500   9.500 1014.50
9415144 20050110 03:00   0.700 194.000   2.000  10.600   9.500 1014.40
